pdf_page,display_page,text_lines,n_words,text_extent_pct,density_pct,n_tables_on_page,n_table_rows_est,n_figures_on_page,top_text_line,status
1352,1278,16,163,61,20,0,0,0,Operational Compliance Gap (Appendix L),ok
1353,1279,11,129,38,16,0,0,0,Consent and Subject Rights,ok
1354,1280,51,251,93,23,1,0,0,"The consent protocol below specifies every artefact the caregiver receives, sign",ok
1355,1281,29,159,58,16,1,0,0,6,ok
1356,1282,1,3,1,1,0,0,0,Regulatory Submission Roadmap,almost_empty
1357,1283,69,221,90,22,1,0,0,"Table 5.54. Regulatory Submission Roadmap: Deliverables, Timelines, and",ok
1358,1284,22,119,44,14,0,0,0,7,ok
1359,1285,18,208,65,25,0,0,0,Incident Response and Business Continuity Protocol,ok
1360,1286,3,19,9,2,0,0,0,Assessment Maturity Summary,almost_empty
1361,1287,116,263,93,25,1,0,0,Table 5.55. Assessment Maturity Summary: 12 Framework Capabilities Mapped to,ok
1362,1288,54,181,80,18,0,0,1,Classification,ok
1363,1289,55,205,80,21,1,0,0,Table 5.56. Part D: Combined Verdict Summary — B2C and B2B Evaluation,ok
1364,1290,50,277,95,28,1,0,0,"Table 5.57 outlines part D: B2B Hospital Evaluation — SMART Alignment, Complianc",ok
1365,1291,20,171,72,19,0,0,0,Revenue impact Faster throughput: 3× more patients screened per neurologist per ,ok
1366,1292,23,241,89,27,0,0,0,Integrated Assessment and Evaluation Decision,ok
1367,1293,22,84,49,8,0,0,1,Integrated Results Flowchart,ok
1368,1294,23,138,57,14,2,0,0,Final Evaluation Verdict,ok
1369,1295,19,131,70,15,0,0,1,Deployment Decision Flow. This diagram directly answers the examiner question:,figure_heavy
1370,1296,30,74,41,8,1,0,0,Table 5.59. Evidence-Maturity Interpretation: B2C vs B2B Across Five Dimensions.,ok
1371,1297,28,95,52,11,1,0,0,Deployment Decision Framework,ok
1372,1298,11,114,47,15,0,0,0,Contributions Summary,ok
1373,1299,7,51,24,6,0,0,0,Practical Contributions,sparse
1374,1300,39,157,75,19,1,0,0,Risk Assessment,ok
1375,1301,41,145,74,17,1,0,0,Practical Artifacts Delivered,ok
1376,1302,44,129,56,14,1,0,0,Integrated Assessment Framework,ok
1377,1303,24,328,95,39,0,0,0,Limitations,ok
1378,1304,37,207,78,20,0,0,1,the testable design; the empirical confirmation against new participant data is ,ok
1379,1305,58,212,83,20,1,0,0,Table 5.64. Limitations of Contributions. This table maps each methodological,ok
1380,1306,25,325,96,36,0,0,0,B2C-Specific Limitations,ok
1381,1307,14,177,60,22,0,0,0,1. Retrospective data only: Public datasets limit causal claims; distribution sh,ok
1382,1308,48,156,76,17,1,0,0,Limitations and Future.,ok
1383,1309,59,165,52,20,1,0,0,Table 5.65. Scope Boundaries: What the RGAIG Framework Does and Does Not,ok
1384,1310,37,196,72,22,1,0,0,Claims Boundary.,ok
1385,1311,69,219,64,23,1,0,0,Table 5.68. Emerging Risk and Future Resilience: Eight Threats Not Yet,ok
1386,1312,102,204,89,20,1,0,0,Table 5.69. Formal 5×5 Risk Assessment Matrix for Clinical AI Framework,ok
1387,1313,50,169,68,15,0,0,1,Likelihood −→,ok
1388,1314,15,134,55,15,0,0,0,"Full details in Appendix E, see “Hidden Risk Measurement Table”.",ok
1389,1315,22,231,96,30,0,0,0,Ethical Risk Assessment for Clinical Deployment,ok
1390,1316,38,145,65,13,0,0,1,Future Research,ok
1391,1317,25,323,93,36,0,0,0,Future B2C Prospective-Validation: Future Scope,ok
1392,1318,21,183,74,25,1,0,0,Recommendations for Practitioners,ok
1393,1319,19,188,72,24,0,0,0,"Full details in Appendix E, see “Three-Level Evidence Framework Table”.",ok
1394,1320,14,140,55,18,0,0,0,Intellectual Property Strategy,ok
1395,1321,8,81,31,11,0,0,0,Technology-Behavior Integration Assessment,ok
1396,1322,44,207,82,24,1,0,0,VRIN Competitive Advantage Assessment,ok
1397,1323,12,125,44,16,0,0,0,Illustrative financial scenario (modelled only) Summary,ok
1398,1324,27,124,56,14,0,0,1,Clinical volume,ok
1399,1325,11,98,51,13,0,0,0,Change Impact Assessment,ok
1400,1326,46,209,58,23,1,0,0,Table 5.71. Organizational Validation: What Has and Has Not Been Demonstrated,ok
1401,1327,11,128,53,17,0,0,0,Why No TAM/UTAUT Survey Was Administered,ok
1402,1328,13,132,46,17,0,0,0,Alternative Explanations and Unexpected Findings,ok
1403,1329,23,226,89,29,0,0,0,Research Maturity Assessment,ok
1404,1330,17,172,67,19,0,0,0,Strategic Value Realisation & Stakeholder Cards,ok
1405,1331,104,320,87,36,1,0,0,"This table lists each stakeholder across pain today, value delivered (phase-1 ev",ok
1406,1332,76,314,80,30,1,0,0,"This table lists each line item across year 1, year 2, year 3, and 1 more dimens",ok
1407,1333,15,207,64,23,0,0,0,Why Patients & Hospitals Will Use This,ok
1408,1334,51,186,49,21,1,0,0,"Table 5.74. Future-scope capabilities — rationale for Phase-1 deferral, upgrade ",ok
1409,1335,41,201,54,19,0,0,1,Conclusion,ok
1410,1336,16,202,69,26,0,0,0,Chapter Synthesis,ok
1411,1337,41,257,94,30,1,0,0,Table 5.75. Chapter 5: Key Sections Covered. This table summarises the eight maj,ok
1412,1338,23,285,96,39,0,0,0,Accuracy without governance produces tools that clinicians distrust; governance ,ok
1413,1339,22,292,95,35,0,0,0,"(iv) Continuous monitoring = conceptual capability, not live surveillance. Conti",ok
1414,1340,73,262,95,26,1,0,0,"(chapter section, table/figure reference, or measured metric) supporting the cla",ok
1415,1341,48,324,96,34,0,0,0,Feature,ok
1416,1342,61,301,94,31,1,0,0,transports across both markets with regulatory adaptation (Health Canada SaMD + ,ok
1417,1343,32,279,87,30,1,0,0,access cost and reach. Both markets require the B2B safety layer (clinician revi,ok
1418,1344,56,244,94,22,0,0,0,User,ok
1419,1345,58,284,94,26,1,0,0,"together. Table 5.79 names each construct, the system location that produces it,",ok
1420,1346,42,277,94,29,0,0,0,Construct,ok
1421,1347,51,346,94,34,1,0,0,(vi) Teacher and school consent — school evaluation requires institutional conse,ok
1422,1348,64,307,94,32,0,0,0,Concern,ok
1423,1349,35,299,97,28,0,0,1,Fairness,ok
1424,1350,49,177,84,16,1,0,0,Table 5.81 presents the b2c quality: five dimensions.,ok
1425,1351,42,216,87,21,0,0,0,Dimension,ok
1426,1352,41,227,69,23,1,0,0,Table 5.82. Two-layer explainability. The same AI output is rendered in two diff,ok
1427,1353,4,66,19,8,0,0,0,Management Analysis — Governance Findings to Managerial Decisions,sparse
1428,1354,67,211,85,23,1,0,0,Management decision matrix.,ok
1429,1355,79,187,88,19,0,0,0,Caregiver-trust,ok
1430,1356,18,229,75,28,0,0,0,Note. ADOPT = deploy with documented governance; PILOT = controlled prospective,ok
1431,1357,56,268,95,23,0,0,1,Trust + Explainability,ok
1432,1358,1,23,5,2,0,0,0,Rules (iii) and (iv) are load-bearing: they prevent the device from delivering a,almost_empty
1433,1359,49,279,94,24,0,0,1,Caregiver Report,ok
1434,1360,74,213,90,18,1,0,0,Table 5.84. B2C readiness score across seven measurable axes. The score separate,ok
1435,1361,37,244,91,27,0,0,0,Axis,ok
1436,1362,45,312,95,35,1,0,0,Table 5.85. Chapter 5: Final Objective Achievement Matrix. This table maps each ,ok
1437,1363,15,240,83,33,0,0,0,Contribution. (i) An empirically tested governance-explainability-trust-adoption,ok
1438,1364,26,132,47,18,0,0,0,SMART-E NeuroAI Operating System: Enterprise Governance Extension,ok
1439,1365,33,186,67,21,1,0,0,SMART-E Governance Contract. The five-pillar SMART contract is preserved verbati,ok
1440,1366,37,142,57,16,1,0,0,Table 5.87. Enterprise Capability Extension Bundles — six capability bundles tha,ok
1441,1367,26,102,33,11,0,0,0,Secondary,ok
1442,1368,47,156,67,14,1,0,0,Table 5.88. Secondary Data Execution Stack — the canonical ten-stage flow,ok
1443,1369,43,215,75,25,1,0,0,Hybrid Integration Layer (H-1 through H-15). The hybrid layer is what fuses the ,ok
1444,1370,6,73,27,9,0,0,0,Primary ↔ Secondary Integration Headline (Matrix 1). The headline integration ma,sparse
1445,1371,58,194,92,21,1,0,0,Table 5.90. Primary ↔ Secondary Integration Matrix — the headline cross-mapping,ok
1446,1372,80,300,95,31,1,0,0,Extension governance. The SMART-E extension does not weaken the empirically vali,ok
1447,1373,94,162,53,13,0,0,0,H09,ok
1448,1374,103,242,91,22,2,0,0,Table 5.92. ILLUSTRATIVE H-x Phase Verdict — TOP-8 hybrid phases with,ok
1449,1375,17,70,29,8,0,0,0,T Transparency,sparse
1450,1376,48,180,92,18,1,0,0,Hybrid-data IV/DV map. Per-construct roles in the Hybrid (Primary ↔ Secondary) i,ok
1451,1377,63,269,93,26,1,0,0,Perceived care,ok
1452,1378,21,138,44,14,0,0,0,FDA SaMD,ok
1453,1379,57,126,77,14,1,0,0,Table 5.96. Governance Scoring Matrix — per-pillar maturity score with telemetry,ok
1454,1380,46,220,96,24,1,0,0,Trust scoring (⋆ 0–5) — per dimension. Trust is the framework’s central mediator,ok
1455,1381,54,239,92,23,1,0,0,Customer (caregiver) trust pathway — step-by-step. How a caregiver moves from fi,ok
1456,1382,9,98,30,10,0,0,0,Patient consent collection — the Consensus AI process. How informed consent is,ok
1457,1383,71,215,86,21,1,0,0,Table 5.99. Patient Consent Collection process — the Consensus AI workflow that,ok
1458,1384,74,256,96,24,1,0,0,Data security & encryption controls — across the lifecycle. How sensitive neuro-,ok
1459,1385,17,41,24,5,0,0,0,PseudonymisationTokenisation for cross- Format-preserving encryption,sparse
1460,1386,43,153,87,15,1,0,0,RGAIG Framework → SMART-E mapping. Five-layer RGAIG architecture mapped to,ok
1461,1387,67,298,96,29,1,0,0,Note. RGAIG = Responsible Generative AI Governance; SHAP = SHapley Additive exPl,ok
1462,1388,39,246,95,27,0,0,0,5,ok
1463,1389,19,315,95,35,0,0,0,What the framework is NOT.,ok
1464,1390,24,127,64,16,1,0,0,"tation contributes a tested causal pathway, a practical maturity framework, and ",ok
1465,1391,11,161,61,22,0,0,0,Limitations of the Present Study,ok
1466,1392,19,106,61,14,0,0,1,Governance Maturity (RGAIG),figure_heavy
1467,1393,2,24,9,4,0,0,0,Distinction Table: Theoretical Contributions,almost_empty
1468,1394,68,162,87,19,1,0,0,Table 5.104. Theoretical Contributions: type of contribution → source theory →,ok
1469,1395,57,242,90,28,1,0,0,"Note. Six theoretical contributions span novel propositions, theory extensions, ",ok
1470,1396,46,252,88,26,1,0,0,Distinction Table: Research Question Answer Matrix,ok
1471,1397,30,126,72,17,2,0,0,Executive Table: Discussion Summary,ok
1472,1398,32,131,75,17,2,0,0,Executive Table: RGAIG Contribution Matrix,ok
1473,1399,33,150,78,17,2,0,0,Executive Table: Executive Impact (Business Challenge → RGAIG,ok
1474,1400,31,120,69,15,2,0,0,Executive Table: Policy Contribution + Recommendations,ok
1475,1401,30,130,69,16,2,0,0,Executive Table: Limitations Summary,ok
1476,1402,34,155,82,18,2,0,0,Executive Table: Contribution Evidence Map,ok
1477,1403,22,108,60,14,1,0,0,Executive Table: Hypothesis Closure Summary,ok
1478,1404,26,189,73,21,1,0,0,Theory Contribution — Dedicated Section,ok
1479,1405,26,159,62,18,1,0,0,Table 5.121. Knowledge contribution summary — chapter-level restatement.,ok
1480,1406,29,149,62,17,1,0,0,Table 5.122. Findings versus prior literature — agreement and difference.,ok
1481,1407,23,112,62,13,1,0,0,Table 5.123. Recommendation matrix — audience-specific actions.,ok
1482,1408,21,114,56,13,1,0,0,Table 5.124. Managerial implications of the findings (template-compliance summar,ok
1483,1409,26,135,65,15,1,0,0,Table 5.125. Policy implications of the findings.,ok
1484,1410,19,100,45,10,1,0,0,Table 5.126. Societal contribution — public-facing framing.,ok
1485,1411,20,174,92,21,0,0,1,Chapter 5 Signature Diagrams,ok
1486,1412,20,157,93,17,0,0,2,Theory extension — from TAM to governance-enabled TAM,ok
1487,1413,20,193,85,21,0,0,2,Responsible AI is the entry point; clinical value is the destination. The figure,ok
1488,1414,16,76,92,9,0,0,2,Dissertation signature diagram — single image of the entire argument,figure_heavy
1489,1415,6,75,25,10,0,0,0,Final Conclusion,sparse
1490,,0,0,0,0,0,0,0,(empty),empty
1491,,4,10,22,6,0,0,0,Appendix E,sparse
1492,1418,18,208,80,24,0,0,0,Appendix: Chapter 5 — Discussion and,ok
1493,1419,9,102,37,11,0,0,0,Dashboards & Workflow Visualization Defensibility Pack,ok
1494,1420,31,149,63,16,1,0,0,Table 5.127 summarises the research construct-to-UI representation for appendix ,ok
1495,1421,13,67,38,6,0,0,1,AI Output,figure_heavy
1496,1422,28,126,53,13,1,0,0,Table 5.128 summarises operational workflow stage vs for appendix review.,ok
1497,1423,30,153,58,15,1,0,0,Table 5.129 summarises trust-supporting ui features (inclusion criteria for the ,ok
1498,1424,28,138,67,14,1,0,0,Table 5.130 summarises what is explicitly excluded from the dissertation’s visua,ok
1499,1425,20,162,75,18,0,0,0,Usability and Accessibility Considerations,ok
1500,1426,17,115,90,20,0,0,1,S1. Six governance stub subsections consolidated into paragraph above,figure_heavy
1501,1427,16,74,46,8,1,0,0,"Appendix E Objective. Provide detailed compliance mappings, illustrative financi",ok
1502,1428,18,189,81,20,0,0,0,Responsible AI: Five-Pillar Implementation Framework,ok
1503,1429,18,137,65,13,0,0,0,User Notification and Operation Accountability,ok
1504,1430,16,106,60,10,0,0,0,Fairness Metrics and Bias Handling,ok
1505,1431,13,145,68,16,0,0,0,Responsible AI Validation Techniques,ok
1506,1432,16,148,65,16,0,0,0,Hallucination Control and Verification Framework,ok
1507,1433,5,69,23,7,0,0,0,Five-Pillar Clinical AI Deep Audit Framework,sparse
1508,1434,42,134,73,14,1,0,0,Table 5.132 five-pillar clinical ai deep audit framework.,ok
1509,1435,54,251,90,23,1,0,0,Executive Value Propositions table,ok
1510,1436,36,140,61,14,1,0,0,TAM/SAM/SOM table and Revenue Projection table,ok
1511,1437,59,209,85,23,1,0,0,Governance CMM table,ok
1512,1438,64,251,85,22,1,0,0,KPI Escalation table and Escalation Ladder figure,ok
1513,1439,21,144,67,18,0,0,1,Level 4 — Board of Directors,ok
1514,1440,5,46,28,5,0,0,0,Detailed 7-Study Future Research table,sparse
1515,1441,19,130,53,14,0,0,1,2026,figure_heavy
1516,1442,18,138,64,17,0,0,1,Five-Layer RGAIG Architecture recap figure,figure_heavy
1517,1443,9,69,33,7,0,0,0,AI Governance Decision Flow,ok
1518,1444,40,92,83,7,0,0,1,Model Output,ok
1519,1445,10,75,36,8,0,0,0,Continuous Monitoring and Retraining Pipeline,ok
1520,1446,42,108,52,9,0,0,1,Live Data,ok
1521,1447,8,79,35,8,0,0,0,User Interaction Flow: Parent and Clinician Journeys,ok
1522,1448,24,69,40,4,0,0,1,Parent,ok
1523,1449,47,160,77,17,1,0,0,The table below presents the lean Waste Elimination: Manual vs. RGAIG-Automated,ok
1524,1450,57,224,81,25,1,0,0,Workforce Transformation Table,ok
1525,1451,46,146,72,15,1,0,0,Capacity Planning Table,ok
1526,1452,1,4,1,1,0,0,0,Clinical Workflow Integration Figure,almost_empty
1527,1453,35,130,87,12,0,0,1,Clinician,ok
1528,1454,59,180,64,19,1,0,0,Clinical Journey Mapping Table,ok
1529,1455,1,4,1,0,0,0,0,Doctor Review Protocol Table,almost_empty
1530,1456,53,143,49,15,1,0,0,The table below presents the doctor Review and Report Validation: Six-Step Clini,ok
1531,1457,3,19,10,2,0,0,0,Doctor vs Patient Recommendation KPI Table,almost_empty
1532,1458,59,272,93,26,1,0,0,"Each KPI is paired with its accept threshold, observed value, and the stakeholde",ok
1533,1459,52,169,89,19,1,0,0,Medical-Legal Liability Framework Table,ok
1534,1460,46,177,81,20,1,0,0,Governance CMM Table (Migrated Summary),ok
1535,1461,78,262,70,27,1,0,0,AI Governance Risk Assessment Matrix,ok
1536,1462,54,209,88,22,1,0,0,Adoption KPI Framework Table,ok
1537,1463,1,4,1,0,0,0,0,Hidden Risk Categories Table,almost_empty
1538,1464,1,15,5,1,0,0,0,The table below presents the hidden Risk Categories: Eight Threats That Evade Tr,almost_empty
1539,1465,78,228,93,20,1,0,0,Table 5.147. Hidden Risk Categories: Eight Threats That Evade Traditional Risk,ok
1540,1466,59,175,75,15,1,0,0,Hidden Risk Measurement Table,ok
1541,1467,64,175,81,17,1,0,0,Operational Risk Matrix Table,ok
1542,1468,1,4,1,0,0,0,0,Enterprise Risk Register Table,almost_empty
1543,1469,91,116,96,9,1,0,0,Table 5.150. Consolidated Enterprise Risk Register: Top-10 Risks with Mitigation,ok
1544,1470,43,178,72,19,1,0,0,Conceptual Risk-Benefit Interpretation Matrix Table,ok
1545,1471,38,169,68,18,1,0,0,Three-Level Evidence Framework Table,ok
1546,1472,30,179,68,18,1,0,0,North America Evaluation Viability Table,ok
1547,1473,42,188,68,20,1,0,0,7-Study Future Research Table,ok
1548,1474,38,100,47,11,0,0,1,Implementation Roadmap Figure (Alternate Layout),ok
1549,1475,6,64,20,6,0,0,0,Master Decision-Making Table,sparse
1550,1476,84,159,87,16,1,0,0,Table 5.155. Chapter 5 Master Decision-Making Table,ok
1551,1477,2,26,5,2,0,0,0,Note. RAG = Retrieval-Augmented Generation; XAI = Explainable AI; ASD = Autism,almost_empty
1552,,0,0,0,0,0,0,0,(empty),empty
1553,,3,8,16,4,0,0,0,Appendix F,almost_empty
1554,1480,21,262,92,28,0,0,0,Survey Instrument: RGAIG Multi-Stakeholder Assessment,ok
1555,1481,17,153,65,14,0,0,0,"(Qualtrics or REDCap) with an estimated completion time of 20–25 minutes, and re",ok
1556,1482,51,164,87,15,1,0,0,Table 5.156 summarises construct mapping for appendix review.,ok
1557,1483,28,119,50,12,1,0,0,Table 5.157 summarises hypothesis-to-item mapping for appendix review.,ok
1558,1484,34,185,72,18,1,0,0,Table 5.158 summarises pilot validation summary for appendix review.,ok
1559,1485,38,133,62,13,2,0,0,Table 5.159 summarises reliability and validity strategy for the instrument for ,ok
1560,1486,11,83,42,8,0,0,0,Likert Scale Definition and Reverse-Coded Items,ok
1561,1487,14,142,53,14,0,0,0,Ethical Statement and Participant Protections,ok
1562,1488,33,255,96,25,1,0,0,Table 5.160 summarises why each measured construct matters in this dissertation ,ok
1563,1489,12,116,52,13,0,0,0,"• Regulatory and compliance officers: professionals overseeing FDA, HIPAA,",ok
1564,1490,38,197,78,19,1,0,0,Table 5.161. Survey Instrument Administration Protocol,ok
1565,1491,7,78,23,7,0,0,0,Theoretical Framework Mapping,sparse
1566,1492,66,161,90,17,1,0,0,Table 5.162. Theoretical Framework Mapping for Survey Sections,ok
1567,1493,20,104,48,9,1,0,0,"G. Sections B, C, E, F, and H are administered based on role relevance, though a",ok
1568,1494,6,55,19,5,0,0,0,Section A: Demographics and Professional Background,sparse
1569,1495,78,298,89,23,1,0,0,Table 5.164. Section A: Demographic and Professional Background Items (A1–A10),ok
1570,1496,25,149,51,13,0,0,0,A9,ok
1571,1497,5,47,14,5,0,0,0,B1–B6: Perceived Usefulness (PU),sparse
1572,1498,64,202,84,16,1,0,0,Table 5.165. Section B1–B6: Perceived Usefulness Items,ok
1573,1499,9,111,35,9,0,0,0,B7–B12: Perceived Ease of Use (PEOU),ok
1574,1500,68,223,84,17,1,0,0,Table 5.166. Section B7–B12: Perceived Ease of Use Items,ok
1575,1501,46,275,94,23,1,0,0,B13–B15: Behavioural Intention to Adopt (BI),ok
1576,1502,4,52,16,5,0,0,0,Section C: Organizational Readiness (TOE Framework),sparse
1577,1503,55,235,92,22,1,0,0,C1–C4: Technology Context,ok
1578,1504,51,240,90,21,1,0,0,C5–C8: Organization Context,ok
1579,1505,10,121,43,12,0,0,0,C9–C12: Environment Context,ok
1580,1506,52,215,79,18,1,0,0,Table 5.170. Section C9–C12: Environment Context Items,ok
1581,1507,44,216,85,18,1,0,0,Section D: Trust and Governance,ok
1582,1508,48,269,93,23,1,0,0,D4–D6: Data Governance,ok
1583,1509,48,246,90,21,1,0,0,D7–D9: Ethical Considerations,ok
1584,1510,10,104,35,10,0,0,0,D10–D12: Regulatory Compliance,ok
1585,1511,39,172,63,15,1,0,0,Table 5.174. Section D10–D12: Regulatory Compliance Items,ok
1586,1512,46,238,91,21,1,0,0,Section E,ok
1587,1513,47,244,90,21,1,0,0,E4–E6: Workflow Integration (DSR Utility),ok
1588,1514,12,129,47,13,0,0,0,E7–E10: ASD-Focused Value (DSR Quality),ok
1589,1515,47,162,65,13,1,0,0,Table 5.177. Section E7–E10: ASD-Focused Value Items,ok
1590,1516,5,57,20,6,0,0,0,Section F: RAG System Evaluation,sparse
1591,1517,46,261,96,23,1,0,0,F1–F3: Report Quality (RBV Value and Rarity),ok
1592,1518,11,138,40,13,0,0,0,F4–F6: Explainability Value (RBV Inimitability),ok
1593,1519,40,164,65,14,1,0,0,Table 5.179. Section F4–F6: Explainability Value Items,ok
1594,1520,12,144,43,13,0,0,0,F7–F8: Hallucination Concerns,ok
1595,1521,30,135,51,12,1,0,0,Table 5.180. Section F7–F8: Hallucination Concern Items,ok
1596,1522,7,76,28,8,0,0,0,Section G,sparse
1597,1523,36,239,89,20,1,0,0,Table 5.181. Section G: Implementation Barriers and Adoption Requirements (G1–,ok
1598,1524,21,161,68,14,0,0,0,G5,ok
1599,1525,5,51,20,5,0,0,0,Section H,sparse
1600,1526,11,138,43,13,0,0,0,H1–H3: Consumer Wearable EEG Acceptance,ok
1601,1527,37,139,56,12,1,0,0,Table 5.182. Section H1–H3: Consumer Wearable EEG Acceptance Items,ok
1602,1528,47,260,94,23,1,0,0,H4–H6: Sensor Fusion Value,ok
1603,1529,43,245,90,21,1,0,0,H7–H8: Patient Experience,ok
1604,1530,6,73,23,7,0,0,0,B2C-Primary Adoption Addendum,sparse
1605,1531,37,224,75,20,1,0,0,Table 5.185. B2C-Primary Adoption Addendum. These items convert the consumer,ok
1606,1532,4,31,11,4,0,0,0,Construct–Question–Hypothesis–Analysis Mapping,sparse
1607,1533,115,224,90,20,1,0,0,Table 5.186. Survey Item Traceability: Question to Construct to Hypothesis to,ok
1608,1534,62,185,74,19,0,0,0,F1–F3 RAG Report Quality,ok
1609,1535,3,25,9,2,0,0,0,Survey Item Summary and Psychometric Targets,almost_empty
1610,1536,119,275,94,21,1,0,0,Table 5.187. Survey Item Count and Psychometric Reliability Targets by Section,ok
1611,1537,3,27,11,3,0,0,0,A and G are not multi-item Likert scales and do not have reliability targets. Tw,almost_empty
1612,1538,65,263,94,22,1,0,0,Table 5.188 presents the complete statistical analysis plan for multi-stakeholde,ok
1613,1539,25,143,55,15,0,0,0,12,ok
1614,1540,36,168,54,12,1,0,0,Stakeholder Routing Matrix,ok
1615,1541,24,289,94,26,0,0,0,Ethical Considerations and Informed Consent,ok
1616,1542,21,262,93,23,0,0,0,"care, and (c) the survey uses simplified language (Flesch–Kincaid Grade Level ≤ ",ok
1617,,0,0,0,0,0,0,0,(empty),empty
1618,,4,9,23,5,0,0,0,Appendix G,sparse
1619,1545,19,243,95,27,0,0,0,"Purpose. This appendix is provided to support transparency, traceability, reprod",ok
1620,1546,27,75,42,8,1,0,0,Primary Data Collection.,ok
1621,1547,19,187,75,20,0,0,0,Instrument Structure,ok
1622,1548,7,77,24,7,0,0,0,Master Variable Mapping Across All Instruments,sparse
1623,1549,79,147,91,13,1,0,0,Table 5.191. Master IV/DV Mapping: Primary and Secondary Data,ok
1624,1550,35,160,71,16,0,0,0,DV,ok
1625,1551,25,158,66,16,1,0,0,Table 5.192. Mixed-Methods Research Design Per Disease,ok
1626,1552,45,295,94,30,1,0,0,G.1 — Hardware Specification,ok
1627,1553,13,152,45,14,0,0,0,G.2 — Sample Design & Power Analysis,ok
1628,1554,43,225,74,23,1,0,0,Table 5.194. Inclusion / Exclusion Criteria for the Phase-2 Paediatric ASD-EEG,ok
1629,1555,11,128,48,11,0,0,0,Power analysis. For the primary technical hypothesis (T1 in the Chapter 4 techni,ok
1630,1556,40,300,90,28,1,0,0,G.3 — Recording Protocol,ok
1631,1557,25,293,95,27,0,0,0,G.4 — Paediatric-Specific Considerations,ok
1632,1558,9,106,35,10,0,0,0,withdrawal request. Aborted sessions: child is debriefed with a developmentallya,ok
1633,1559,49,331,92,31,1,0,0,Table 5.196. Data Quality Protocol for the Paediatric EEG Phase-2 Cohort.,ok
1634,1560,20,207,76,20,0,0,0,2013); PI = Principal Investigator; CONSORT = Consolidated Standards of Reportin,ok
1635,1561,12,111,49,12,0,0,0,G.7 — Cross-References + Companion Specifications,ok
1636,,0,0,0,0,0,0,0,(empty),empty
1637,,3,8,16,5,0,0,0,Appendix H,almost_empty
1638,1564,10,114,37,11,0,0,0,Scope Control & Technology Selection Defensibility Pack,ok
1639,1565,49,185,75,20,1,0,0,Table 5.197 summarises technology-to-research mapping for appendix review.,ok
1640,1566,1,10,2,1,0,0,0,Table 5.198 summarises excluded technologies and reasons for appendix review.,almost_empty
1641,1567,49,189,93,19,1,0,0,Excluded Technologies.,ok
1642,1568,19,90,45,9,0,0,0,Service mesh /,ok
1643,1569,42,191,84,21,1,0,0,Table 5.199 summarises bounded future work directions for appendix review.,ok
1644,1570,31,165,58,18,1,0,0,Table 5.200 summarises practical evaluation constraints for appendix review.,ok
1645,1571,21,251,91,25,0,0,0,Why Human Oversight Remains Central,ok
1646,1572,12,181,73,19,0,0,0,Architecture Appendix Defensibility Pack,ok
1647,1573,21,132,53,14,1,0,0,Table 5.201 maps each architectural component of the RGAIG system to the researc,ok
1648,1574,18,88,50,9,0,0,1,Clinician,figure_heavy
1649,1575,14,73,24,7,0,0,1,EEG Data,sparse
1650,1576,34,177,79,19,1,0,0,Table 5.202 summarises governance maturity-to-architecture mapping for appendix ,ok
1651,1577,2,14,5,2,0,0,0,Table 5.203 summarises governance dimensions that directly support the dissertat,almost_empty
1652,1578,45,250,95,25,1,0,0,Governance Dimensions Operationalized.,ok
1653,1579,7,98,25,9,0,0,0,device specification; (ii) it is not a clinical-readiness proof; (iii) it is not,sparse
1654,1580,23,264,92,28,0,0,0,Document Status and Scope,ok
1655,1581,13,117,53,11,0,0,0,What this appendix is not:,ok
1656,1582,27,135,63,15,1,0,0,Stakeholder Concerns,ok
1657,1583,28,143,67,14,1,0,0,Success Criteria,ok
1658,1584,9,58,35,6,0,0,0,Out of Scope,ok
1659,1585,50,240,87,22,1,0,0,Table 5.206. Architecture Principles: 12-Factor Foundation Plus AI and RGAIG,ok
1660,1586,6,53,24,5,0,0,0,C4 Architecture Levels 1 to 7,sparse
1661,1587,40,129,54,10,0,0,1,+-----------------------------------+,ok
1662,1588,52,135,55,13,1,0,0,Table 5.207. External Systems and Failure Modes. Each external system is,ok
1663,1589,72,256,93,23,0,0,1,Level 2 — Container Diagram,ok
1664,1590,102,222,92,20,1,0,0,Container Responsibility Matrix,ok
1665,1591,55,283,91,25,1,0,0,Level 3 — Component Detail (Council Runtime),ok
1666,1592,15,104,57,10,0,0,0,Level 4 — Code-Pattern Descriptions (No Code),ok
1667,1593,24,96,45,9,1,0,0,Table 5.210. Circuit-Breaker States and Recovery. Three-state breaker prevents,ok
1668,1594,24,90,42,9,1,0,0,Table 5.211. Governance-Plane Elements and Cadences. Each governance element has,ok
1669,1595,31,150,58,13,1,0,0,Table 5.212. Observability Streams and Retention Policy. Retention is tiered by,ok
1670,1596,46,126,50,10,1,0,0,"Table 5.213. Lifecycle Stages, Durations, and Automation. Each stage carries a",ok
1671,1597,6,61,27,6,0,0,0,Master Capability Matrix (36 Capabilities),sparse
1672,1598,121,264,95,22,1,0,0,"Table 5.214. Master Agent Capability Matrix: Input, Process, Output, Monitoring,",ok
1673,1599,48,115,44,10,0,0,0,17,ok
1674,1600,56,167,54,15,1,0,0,Table 5.215. Tool Set 2: Extended Operational Capabilities. These six tools conv,ok
1675,1601,73,183,62,16,1,0,0,Tool Set 3 — Assurance Layer,ok
